BAB;K_NR1;K_TYP1;VON;K_NR2;K_TYP2;NACH;KM;STATUS
 96;22  ;AS  ;Jengen/Kaufbeuren                                 ;23  ;AS  ;Buchloe-Ost                                       ; 1,8;11
 96;23  ;AS  ;Buchloe-Ost                                       ;24  ;AS  ;Landsberg am Lech-West                            ; 7,4;11
 96;24  ;AS  ;Landsberg am Lech-West                            ;25  ;AS  ;Landsberg am Lech-Nord                            ; 2,7;11
 96;25  ;AS  ;Landsberg am Lech-Nord                            ;26  ;AS  ;Landsberg am Lech-Ost                             ; 3,4;11
 96;26  ;AS  ;Landsberg am Lech-Ost                             ;27  ;AS  ;Schöffelding                                      ; 7,5;11
 96;27  ;AS  ;Schöffelding                                      ;28  ;AS  ;Windach                                           ; 2,7;11
 96;28  ;AS  ;Windach                                           ;29  ;AS  ;Greifenberg                                       ; 4,5;11
 96;29  ;AS  ;Greifenberg                                       ;30  ;AS  ;Inning a. Ammersee                                ; 4,2;11
 96;30  ;AS  ;Inning a. Ammersee                                ;31  ;AS  ;Wörthsee                                          ; 5,6;11
 96;31  ;AS  ;Wörthsee                                          ;32  ;AS  ;Oberpfaffenhofen                                  ; 4,5;11
 96;32  ;AS  ;Oberpfaffenhofen                                  ;33  ;AS  ;Gilching                                          ; 2,4;11
 96;33  ;AS  ;Gilching                                          ;34  ;AS  ;Germering                                         ; 6,0;11
 96;34  ;AS  ;Germering                                         ;-   ;AD  ;A96/A99                                           ; 2,0;1g
 96;-   ;AD  ;A96/A99                                           ;-   ;AS  ;München-Freiham                                   ; 0,9;gg
 96;-   ;AS  ;München-Freiham                                   ;36  ;AS  ;Gräfelfing                                        ; 2,6;g1
 96;36  ;AS  ;Gräfelfing                                        ;37  ;AS  ;München-Blumenau                                  ; 2,4;11
 96;37  ;AS  ;München-Blumenau                                  ;38  ;AS  ;München-Laim                                      ; 1,8;11
 96;38  ;AS  ;München-Laim                                      ;39  ;AS  ;München-Sendling                                  ; 1,3;11
 98;1   ;AD  ;Weil am Rhein, Dreieck                            ;2   ;AS  ;Eimeldingen                                       ; 1,9;11
 98;2   ;AS  ;Eimeldingen                                       ;3   ;BS  ;Behelfs-AS Binzen                                 ; 1,0;11
 98;3   ;BS  ;Behelfs-AS Binzen                                 ;4   ;AS  ;Kandern                                           ; 2,3;11
 98;4   ;AS  ;Kandern                                           ;5   ;AS  ;Lörrach-Mitte                                     ; 2,1;11
 98;5   ;AS  ;Lörrach-Mitte                                     ;6   ;AS  ;Lörrach-Ost                                       ; 3,5;11
 98;7   ;AD  ;Rheinfelden (Name prov.)                          ;6   ;AS  ;Lörrach-Ost                                       ; 5,4;rr
 98;-   ;AS  ;Tiengen-West                                      ;-   ;AS  ;Tiengen-Ost                                       ; 2,9;11
 98;-   ;AS  ;Tiengen-Ost                                       ;-   ;AS  ;Lauchringen                                       ; 3,1;11
 98;11  ;AK  ;Hegau, Kreuz                                      ;12  ;AS  ;Stockach-West                                     ;10,7;11
 98;12  ;AS  ;Stockach-West                                     ;13  ;AS  ;Stockach-Ost                                      ; 2,5;11
 98;13  ;AS  ;Stockach-Ost                                      ;-   ;AN  ;Stockach-Ost (Übergang A 98/B 31)                 ; 0,5;11
 99;7   ;AS  ;München-Lochhausen                                ;8   ;AK  ;München-West, Kreuz                               ; 0,7;11
 99;8   ;AK  ;München-West, Kreuz                               ;9   ;AD  ;München-Allach, Dreieck                           ; 2,8;11
 99;9   ;AD  ;München-Allach, Dreieck                           ;10  ;AS  ;München-Ludwigsfeld                               ; 3,4;11
 99;10  ;AS  ;München-Ludwigsfeld                               ;11  ;AD  ;München-Feldmoching, Dreieck                      ; 4,7;11
 99;11  ;AD  ;München-Feldmoching, Dreieck                      ;12  ;AS  ;München-Neuherberg                                ; 3,3;11
 99;12  ;AS  ;München-Neuherberg                                ;12b ;AS  ;München-Fröttmanning-Nord                         ; 2,4;1g
 99;12b ;AS  ;München-Fröttmanning-Nord                         ;13  ;AK  ;München-Nord, Kreuz                               ; 1,0;g1
 99;13  ;AK  ;München-Nord, Kreuz                               ;14  ;AS  ;Aschheim/Ismaning                                 ; 6,6;11
 99;14  ;AS  ;Aschheim/Ismaning                                 ;15  ;AS  ;Kirchheim b. München                              ; 3,6;11
 99;15  ;AS  ;Kirchheim b. München                              ;17  ;AK  ;München-Ost, Kreuz                                ; 3,3;11
 99;17  ;AK  ;München-Ost, Kreuz                                ;18  ;AS  ;Haar                                              ; 4,5;11
 99;18  ;AS  ;Haar                                              ;19  ;AS  ;Hohenbrunn                                        ; 5,4;11
 99;19  ;AS  ;Hohenbrunn                                        ;20  ;AS  ;Ottobrunn                                         ; 3,5;11
 99;20  ;AS  ;Ottobrunn                                         ;21  ;AK  ;München-Süd, Kreuz                                ; 2,2;11
 99;-   ;AD  ;München-Eschenried, Dreieck                       ;9   ;AD  ;München-Allach, Dreieck                           ; 3,8;11
100;1   ;AN  ;Seestraße                                         ;2   ;AS  ;Beusselstraße                                     ; 0,2;11
100;2   ;AS  ;Beusselstraße                                     ;3   ;AS  ;Jakob-Kaiser-Platz                                ; 2,2;11
100;3   ;AS  ;Jakob-Kaiser-Platz                                ;4/5 ;AD  ;Charlottenburg, Dreieck/AS Siemensdamm            ; 0,2;11
100;4/5 ;AS  ;Charlottenburg, Dreieck/AS Siemensdamm            ;6   ;AS  ;Spandauer Damm                                    ; 2,0;11
100;6   ;AS  ;Spandauer Damm                                    ;7   ;AS  ;Kaiserdamm                                        ; 0,7;11
100;7   ;AS  ;Kaiserdamm                                        ;8   ;AS  ;Kaiserdamm-Süd                                    ; 0,3;11
100;10  ;AD  ;Funkturm, Dreieck/AS Messedamm                    ;7   ;AS  ;Kaiserdamm                                        ; 1,4;rr
100;8   ;AS  ;Kaiserdamm-Süd                                    ;10  ;AD  ;Funkturm, Dreieck/AS Messedamm                    ; 1,0;11
100;10  ;AD  ;Funkturm, Dreieck/AS Messedamm                    ;12  ;AS  ;Kurfürstendamm                                    ; 0,9;11
100;12  ;AS  ;Kurfürstendamm                                    ;13  ;AS  ;Hohenzollerndamm                                  ; 1,3;11
100;13  ;AS  ;Hohenzollerndamm                                  ;14  ;AS  ;Schmargendorf                                     ; 0,7;11
100;14  ;AS  ;Schmargendorf                                     ;15  ;AS  ;Detmolder Straße                                  ; 0,9;11
100;15  ;AS  ;Detmolder Straße                                  ;16  ;AS  ;Wexstraße                                         ; 1,1;11
100;16  ;AS  ;Wexstraße                                         ;17  ;AS  ;Innsbrucker Platz                                 ; 0,6;11
100;17  ;AS  ;Innsbrucker Platz                                 ;18  ;AK  ;Schöneberg, Kreuz                                 ; 0,7;11
100;18  ;AK  ;Schöneberg, Kreuz                                 ;19  ;AS  ;Alboinstraße (b)                                  ; 1,3;11
100;19  ;AS  ;Alboinstraße (a)                                  ;18  ;AK  ;Schöneberg, Kreuz                                 ; 0,5;rr
100;19  ;AS  ;Alboinstraße (b)                                  ;19  ;AS  ;Alboinstraße (a)                                  ; 0,8;rr
100;19  ;AS  ;Alboinstraße (b)                                  ;20  ;AS  ;Tempelhofer Damm                                  ; 1,1;11
100;20  ;AS  ;Tempelhofer Damm                                  ;21  ;AS  ;Oberlandstraße                                    ; 1,4;11
100;21  ;AS  ;Oberlandstraße                                    ;22  ;AS  ;Gradestraße                                       ; 0,7;11
100;22  ;AS  ;Gradestraße                                       ;23  ;AS  ;Britzer Damm                                      ; 1,6;11
100;23  ;AS  ;Britzer Damm                                      ;24  ;AS  ;Buschkrugallee                                    ; 0,7;11
100;24  ;AS  ;Buschkrugallee                                    ;25  ;AD  ;Neukölln, Dreieck                                 ; 0,8;11
100;25  ;AD  ;Neukölln, Dreieck                                 ;26  ;AS  ;Grenzallee                                        ; 0,2;11
103;-   ;AS  ;Sachsendamm                                       ;-   ;AK  ;Schöneberg, Kreuz                                 ; 0,5;11
103;-   ;AK  ;Schöneberg, Kreuz                                 ;-   ;AS  ;Saarstraße                                        ; 1,3;11
103;-   ;AS  ;Saarstraße                                        ;-   ;AS  ;Filandastraße                                     ; 1,0;11
103;-   ;AS  ;Filandastraße                                     ;-   ;AS  ;Wolfensteindamm/Schloßstraße                      ; 0,9;11
104;-   ;AS  ;Schmargendorf                                     ;-   ;AS  ;Mecklenburgische Straße                           ; 0,0;11
104;-   ;AS  ;Mecklenburgische Straße                           ;-   ;AS  ;Breitenbachplatz                                  ; 0,0;11
104;-   ;AS  ;Breitenbachplatz                                  ;-   ;AS  ;Schildhornstraße                                  ; 0,0;11
111;1   ;AD  ;Oranienburg, Kreuz                                ;2a  ;AS  ;Hennigsdorf                                       ; 4,1;11
111;2a  ;AS  ;Hennigsdorf                                       ;2b  ;AS  ;Stolpe                                            ; 2,9;11
111;2b  ;AS  ;Stolpe                                            ;-   ;-   ;TR Stolper Heide (Überfahrt)                      ; 1,1;11
111;-   ;-   ;TR Stolper Heide (Überfahrt)                      ;3   ;AS  ;Schulzendorfer Straße                             ; 3,1;11
111;3   ;AS  ;Schulzendorfer Straße                             ;4   ;AS  ;Waidmannsluster Damm /Hermsdorfer Damm            ; 3,5;11
111;4   ;AS  ;Waidmannsluster Damm /Hermsdorfer Damm            ;5   ;AS  ;Holzhauser Straße                                 ; 2,1;11
111;5   ;AS  ;Holzhauser Straße                                 ;6   ;AS  ;Seidelstraße                                      ; 1,3;11
111;6   ;AS  ;Seidelstraße                                      ;7/8 ;AS  ;Kurt-Schumacher-Platz/Eichborndamm                ; 0,5;11
111;7/8 ;AS  ;Kurt-Schumacher-Platz/Eichborndamm                ;9   ;AS  ;Kurt-Schumacher-Damm                              ; 1,2;11
111;9   ;AS  ;Kurt-Schumacher-Damm                              ;10  ;AS  ;Saatwinkler Damm                                  ; 0,9;11
111;10  ;AS  ;Saatwinkler Damm                                  ;11  ;AS  ;Flughafen Tegel                                   ; 0,3;11
111;11  ;AS  ;Flughafen Tegel                                   ;12  ;AS  ;Heckerdamm                                        ; 0,7;11
111;12  ;AS  ;Heckerdamm                                        ;13  ;AD  ;Charlottenburg, Dreieck/AS Siemensdamm            ; 0,7;11
113;-   ;AD  ;Neukölln, Dreieck                                 ;-   ;AS  ;Späthstraße                                       ; 1,2;11
113;1   ;AS  ;Treptow, Dreieck                                  ;2   ;AS  ;Berlin-Grünau                                     ; 4,5;11
113;2   ;AS  ;Berlin-Grünau                                     ;3   ;AK  ;Schönefelder Kreuz                                ; 5,4;11
114;1   ;AD  ;Pankow, Dreieck                                   ;2   ;AS  ;Schönerlinder Straße                              ; 2,3;11
114;2   ;AS  ;Schönerlinder Straße                              ;3   ;AS  ;Bucher Straße                                     ; 1,3;11
114;3   ;AS  ;Bucher Straße                                     ;4   ;AS  ;Pasewalker Straße                                 ; 4,0;11
114;4   ;AS  ;Pasewalker Straße                                 ;5   ;AS  ;Prenzlauer Promenade                              ; 0,9;11
115;1   ;AD  ;Funkturm, Dreieck/AS Messedamm                    ;2   ;AS  ;Hüttenweg                                         ; 4,8;11
115;2   ;AS  ;Hüttenweg                                         ;3   ;AS  ;Spanische Allee                                   ; 5,0;11
115;3   ;AS  ;Spanische Allee                                   ;4   ;AK  ;Zehlendorf                                        ; 1,6;11
115;4   ;AK  ;Zehlendorf                                        ;5   ;AS  ;Kleinmachnow                                      ; 2,3;11
115;5   ;AS  ;Kleinmachnow                                      ;6   ;AS  ;Potsdam-Babelsberg                                ; 4,6;11
115;6   ;AS  ;Potsdam-Babelsberg                                ;7   ;AS  ;Potsdam-Drewitz                                   ; 2,4;11
115;7   ;AS  ;Potsdam-Drewitz                                   ;8   ;AS  ;Saarmund                                          ; 3,4;11
115;8   ;AS  ;Saarmund                                          ;9   ;AD  ;Nuthetal, Dreieck                                 ; 4,2;11
143;6   ;AD  ;Halle Süd                                         ;5   ;AS  ;Holleben                                          ; 2,6;11
143;5   ;AS  ;Holleben                                          ;4   ;AS  ;Teutschenthal                                     ; 2,8;11
143;4   ;AS  ;Teutschenthal                                     ;3   ;AS  ;Halle-Neustadt                                    ; 3,6;11
210;-   ;AN  ;Schacht-Audorf (Übergang A 210/B 202)             ;2   ;AS  ;Schacht-Audorf                                    ; 0,3;11
210;2   ;AS  ;Schacht-Audorf                                    ;3   ;AK  ;Rendsburg, Kreuz                                  ; 3,2;11
210;3   ;AK  ;Rendsburg, Kreuz                                  ;4   ;AS  ;Bredenbek                                         ; 6,7;11
210;4   ;AS  ;Bredenbek                                         ;5   ;AS  ;Achterwehr                                        ; 6,3;11
210;5   ;AS  ;Achterwehr                                        ;6   ;AS  ;Melsdorf                                          ; 6,0;11
210;6   ;AS  ;Melsdorf                                          ;7   ;AK  ;Kiel-West, Kreuz                                  ; 1,4;11
215;-   ;AN  ;Kiel-Westring                                     ;-   ;AS  ;Kiel-Mitte                                        ; 0,5;11
215;-   ;AS  ;Kiel-Mitte                                        ;-   ;AK  ;Kiel-West, Kreuz                                  ; 3,1;11
215;7   ;AK  ;Kiel-West, Kreuz                                  ;-   ;AS  ;Blumenthal (A 215)                                ; 9,8;11
215;-   ;AS  ;Blumenthal (A 215)                                ;-   ;AD  ;Bordesholm, Dreieck                               ; 7,0;11
226;20  ;AD  ;Bad Schwartau, Dreieck                            ;-   ;AS  ;Lübeck-Dänischburg                                ; 1,0;11
226;-   ;AS  ;Lübeck-Dänischburg                                ;-   ;AS  ;Lübeck-Siems                                      ; 3,2;11
226;-   ;AS  ;Lübeck-Siems                                      ;-   ;AN  ;Lübeck-Siems (Übergang A 226/B 75)                ; 0,3;11
241;9   ;AK  ;Wismar, Kreuz                                     ;-   ;AS  ;Wismar, Kreuz (Übergang A 241/B 105)              ; 1,6;11
241;-   ;AS  ;Schwerin-Nord                                     ;-   ;AS  ;Schwerin-Ost                                      ;11,0;11
241;-   ;AS  ;Schwerin-Ost                                      ;-   ;AD  ;Schwerin, Dreieck                                 ;20,3;11
250;1   ;AK  ;Maschener Kreuz                                   ;1   ;AK  ;Maschener Kreuz                                   ; 1,6;11
250;1   ;AK  ;Maschener Kreuz                                   ;2   ;AS  ;Maschen                                           ; 1,6;11
250;2   ;AS  ;Maschen                                           ;3   ;AS  ;Winsen-West                                       ; 8,3;11
250;3   ;AS  ;Winsen-West                                       ;4   ;AS  ;Winsen-Ost                                        ; 4,8;11
250;4   ;AS  ;Winsen-Ost                                        ;5   ;AS  ;Handorf                                           ; 8,8;11
250;5   ;AS  ;Handorf                                           ;6   ;AS  ;Lüneburg-Nord                                     ; 5,7;11
250;6   ;AS  ;Lüneburg-Nord                                     ;-   ;AN  ;Lüneburg-Nord (Übergang A 250/B 4)                ; 0,6;11
252;-   ;AS  ;Abzweig A 252                                     ;-   ;AS  ;Hamburg-Georgswerder                              ; 1,0;11
252;-   ;AS  ;Hamburg-Georgswerder                              ;-   ;AN  ;Hamburg-Georgswerder (Übergang A 252/B 4/B 75)    ; 0,9;11
253;-   ;AN  ;Hamburg-Wilhelmsburg-Süd (Übergang A 253/B 4/B 75);3   ;AS  ;Hamburg-Wilhelmsburg-Süd                          ; 0,2;11
253;3   ;AS  ;Hamburg-Wilhelmsburg-Süd                          ;4   ;AS  ;Hamburg-Neuland                                   ; 2,1;11
253;4   ;AS  ;Hamburg-Neuland                                   ;5   ;AS  ;Hamburg-Harburg-Mitte                             ; 0,8;11
253;5   ;AS  ;Hamburg-Harburg-Mitte                             ;6   ;AS  ;Hamburg-Wilstorf                                  ; 0,9;11
253;6   ;AS  ;Hamburg-Wilstorf                                  ;-   ;AN  ;Hamburg-Wilstorf (Übergang A 253/B 75)            ; 0,5;11
255;-   ;AS  ;Hamburg-Veddel                                    ;-   ;AS  ;Abzweig A 252                                     ; 1,4;11
255;-   ;AS  ;Abzweig A 252                                     ;-   ;AK  ;Hamburg-Süd, Kreuz                                ; 1,0;11
261;1   ;AD  ;Hamburg-Südwest, Dreieck                          ;2   ;AS  ;Hamburg-Marmstorf/Lürade                          ; 1,0;11
261;2   ;AS  ;Hamburg-Marmstorf/Lürade                          ;3   ;AS  ;Tötensen (Rosengarten)                            ; 3,3;11
261;3   ;AS  ;Tötensen (Rosengarten)                            ;4   ;AD  ;Buchholzer Dreieck                                ; 4,7;11
270;1   ;AS  ;Bremen-Farge                                      ;2   ;AS  ;Bremen-Lüssum                                     ; 1,0;11
270;2   ;AS  ;Bremen-Lüssum                                     ;3a  ;AS  ;Bremen-Blumenthal                                 ; 1,0;11
270;3a  ;AS  ;Bremen-Blumenthal                                 ;3b  ;AS  ;Bremen-Lobbendorf                                 ; 0,7;11
270;4   ;AS  ;Bremen-Vegesack-Mitte                             ;3a  ;AS  ;Bremen-Blumenthal                                 ; 2,3;rr
270;3b  ;AS  ;Bremen-Lobbendorf                                 ;4   ;AS  ;Bremen-Vegesack-Mitte                             ; 1,6;11
270;4   ;AS  ;Bremen-Vegesack-Mitte                             ;5   ;AS  ;Bremen-Vegesack-Hafen                             ; 1,4;11
270;5   ;AS  ;Bremen-Vegesack-Hafen                             ;6   ;AS  ;Bremen-St. Magnus                                 ; 0,6;11
270;6   ;AS  ;Bremen-St. Magnus                                 ;7   ;AS  ;Bremen-Lesum                                      ; 2,5;11
270;7   ;AS  ;Bremen-Lesum                                      ;8   ;AS  ;Bremen-Ihletal                                    ; 0,8;11
270;8   ;AS  ;Bremen-Ihletal                                    ;-   ;AS  ;Bremen-Burglesum                                  ; 1,0;11
280;1   ;BG  ;Bunde-West, Bundesgrenze                          ;2   ;AS  ;Bunde-West                                        ; 1,0;11
280;2   ;AS  ;Bunde-West                                        ;3   ;AD  ;Bunde, Dreieck                                    ; 3,5;11
281;-   ;AD  ;Bremen-Industriehäfen, Dreieck                    ;-   ;AN  ;Bremen-Burg-Grambke                               ; 2,0;11
293;-   ;AN  ;Oldenburg-Nord, Kreuz (Übergang A 293/B 211)      ;-   ;AK  ;Oldenburg-Nord, Kreuz                             ; 1,4;11
293;-   ;AK  ;Oldenburg-Nord, Kreuz                             ;-   ;AS  ;Oldenburg-Etzhorn                                 ; 2,9;11
293;-   ;AS  ;Oldenburg-Etzhorn                                 ;-   ;AS  ;Oldenburg-Nadorst                                 ; 2,3;11
293;-   ;AS  ;Oldenburg-Nadorst                                 ;-   ;AS  ;Oldenburg-Bürgerfelde                             ; 1,0;11
293;-   ;AS  ;Oldenburg-Bürgerfelde                             ;-   ;AD  ;Oldenburg-West, Dreieck                           ; 1,1;11
352;1   ;AD  ;Hannover-Nord, Dreieck                            ;2   ;AS  ;Langenhagen-Kaltenweide                           ; 7,6;11
352;2   ;AS  ;Langenhagen-Kaltenweide                           ;3   ;AS  ;Hannover-Flughafen (a)                            ; 3,9;11
352;3   ;AS  ;Hannover-Flughafen (a)                            ;3   ;AS  ;Hannover-Flughafen (b)                            ; 1,1;11
352;3   ;AS  ;Hannover-Flughafen (b)                            ;4   ;AS  ;Engelbostel                                       ; 3,3;11
352;4   ;AS  ;Engelbostel                                       ;5   ;AD  ;Hannover-West, Dreieck                            ; 1,4;11
391;-   ;AN  ;Braunschweig-Nord, Kreuz (Übergang A 391/B 4)     ;2   ;AK  ;Braunschweig-Nord, Kreuz                          ; 1,1;11
391;2   ;AK  ;Braunschweig-Nord, Kreuz                          ;3   ;AS  ;Braunschweig-Hansestraße                          ; 0,8;11
391;3   ;AS  ;Braunschweig-Hansestraße                          ;4   ;AK  ;Ölper, Kreuz                                      ; 3,2;11
391;4   ;AK  ;Ölper, Kreuz                                      ;5   ;AS  ;Braunschweig-Lehndorf                             ; 1,3;11
391;5   ;AS  ;Braunschweig-Lehndorf                             ;6   ;AS  ;Braunschweig-Weststadt                            ; 2,4;11
391;6   ;AS  ;Braunschweig-Weststadt                            ;7   ;AS  ;Braunschweig-Gartenstadt                          ; 1,3;11
391;7   ;AS  ;Braunschweig-Gartenstadt                          ;8   ;AD  ;Braunschweig-Südwest, Dreieck                     ; 1,1;11
392;-   ;AN  ;Ölper, Kreuz (Übergang A 392/B 214)               ;-   ;AK  ;Ölper, Kreuz                                      ; 2,0;11
392;-   ;AK  ;Ölper, Kreuz                                      ;-   ;AS  ;Braunschweig-Celler Straße                        ; 0,9;11
392;-   ;AS  ;Braunschweig-Celler Straße                        ;-   ;AS  ;Braunschweig-Hamburger Straße                     ; 0,9;11
395;-   ;AK  ;Braunschweig-Süd, Kreuz                           ;-   ;AS  ;Braunschweig-Melverode                            ; 0,0;11
395;-   ;AS  ;Braunschweig-Melverode                            ;2   ;AS  ;Braunschweig-Heidberg                             ; 0,6;11
395;2   ;AS  ;Braunschweig-Heidberg                             ;3   ;AS  ;Braunschweig-Stöckheim                            ; 1,4;11
395;3   ;AS  ;Braunschweig-Stöckheim                            ;4   ;AS  ;Wolfenbüttel-Nord                                 ; 1,9;11
395;4   ;AS  ;Wolfenbüttel-Nord                                 ;5   ;AS  ;Wolfenbüttel-Nordwest                             ; 2,9;11
395;5   ;AS  ;Wolfenbüttel-Nordwest                             ;6   ;AS  ;Wolfenbüttel-West                                 ; 3,1;11
395;6   ;AS  ;Wolfenbüttel-West                                 ;7   ;AS  ;Wolfenbüttel-Süd                                  ; 1,8;11
395;7   ;AS  ;Wolfenbüttel-Süd                                  ;8   ;AS  ;Flöthe                                            ; 6,9;11
395;8   ;AS  ;Flöthe                                            ;9   ;AS  ;Schladen-Nord                                     ; 5,8;11
395;9   ;AS  ;Schladen-Nord                                     ;10  ;AS  ;Schladen-Süd                                      ; 2,6;11
395;10  ;AS  ;Schladen-Süd                                      ;11  ;AS  ;Lengde                                            ; 2,4;11
395;11  ;AS  ;Lengde                                            ;12  ;AS  ;Vienenburg                                        ; 3,5;11
395;12  ;AS  ;Vienenburg                                        ;13  ;AS  ;Osterwieck/Vienenburg-Süd                         ; 1,2;11
395;13  ;AS  ;Osterwieck/Vienenburg-Süd                         ;-   ;BS  ;Osterwieck/Vienenburg-Süd (Übergang A 395/B 6n)   ; 1,1;11
443;-   ;AN  ;Unna-Ost, Kreuz (Übergang A 443/ B 1)             ;-   ;AK  ;Unna-Ost, Kreuz                                   ; 1,2;11
443;-   ;AK  ;Unna-Ost, Kreuz                                   ;-   ;AN  ;Unna-Ost, Kreuz (Übergang A 443/B 233)            ; 1,9;11
445;58  ;AS  ;Werl-Nord                                         ;59  ;AS  ;Werl-Zentrum                                      ; 2,3;11
445;59  ;AS  ;Werl-Zentrum                                      ;60  ;AK  ;Werl, Kreuz                                       ; 1,6;11
445;60  ;AK  ;Werl, Kreuz                                       ;61  ;AS  ;Wickede (Ruhr)                                    ; 1,7;11
445;61  ;AS  ;Wickede (Ruhr)                                    ;62  ;AS  ;Arnsberg-Neheim                                   ; 8,5;11
480;-   ;AS  ;Aßlar                                             ;-   ;AK  ;Wetzlarer Kreuz                                   ; 2,2;11
480;-   ;AK  ;Wetzlarer Kreuz                                   ;-   ;AN  ;Wetzlarer Kreuz (Übergang A 480/L 3053)           ; 1,6;11
480;-   ;AN  ;Wettenberg (Übergang A 480/L 3047)                ;-   ;AS  ;Wettenberg                                        ; 0,8;11
480;-   ;AS  ;Wettenberg                                        ;1   ;AS  ;Gießen-Marburger Straße                           ; 4,1;11
480;1   ;AS  ;Gießen-Marburger Straße                           ;-   ;AD  ;Reiskirchener Dreieck                             ; 9,9;11
485;1   ;AS  ;Gießen-Marburger Straße                           ;-   ;AS  ;Anschluss A 485 an L3475                          ; 0,6;11
485;-   ;AS  ;Anschluss A 485 an L3475                          ;-   ;AK  ;Gießener Nordkreuz                                ; 0,5;11
485;1   ;AK  ;Gießener Nordkreuz                                ;2   ;AS  ;Gießen-Wieseck                                    ; 2,2;11
485;2   ;AS  ;Gießen-Wieseck                                    ;3   ;AS  ;Gießen-Ursulum                                    ; 2,2;11
485;3   ;AS  ;Gießen-Ursulum                                    ;5   ;AS  ;Gießen-Licher Straße                              ; 1,9;11
485;4   ;AS  ;Gießen-Grünberger Straße                          ;3   ;AS  ;Gießen-Ursulum                                    ; 0,7;rr
485;5   ;AS  ;Gießen-Licher Straße                              ;4   ;AS  ;Gießen-Grünberger Straße                          ; 1,2;rr
485;5   ;AS  ;Gießen-Licher Straße                              ;6   ;AS  ;Gießen-Schiffenberger Tal                         ; 1,2;11
485;6   ;AS  ;Gießen-Schiffenberger Tal                         ;7   ;AS  ;Bergwerkswald                                     ; 3,0;11
485;7   ;AS  ;Bergwerkswald                                     ;8   ;AS  ;Linden                                            ; 1,9;11
485;8   ;AS  ;Linden                                            ;9   ;AK  ;Gießener Südkreuz                                 ; 2,1;11
485;9   ;AK  ;Gießener Südkreuz                                 ;10  ;AS  ;Langgöns                                          ; 3,6;11
485;10  ;AS  ;Langgöns                                          ;-   ;AN  ;Langgöns (Übergang A 485/B 3)                     ; 1,0;11
516;-   ;AK  ;Oberhausen, Kreuz                                 ;-   ;AS  ;Oberhausen-Sterkrade (a)                          ; 2,7;11
516;-   ;AS  ;Oberhausen-Sterkrade (a)                          ;-   ;AS  ;Oberhausen-Sterkrade (b)                          ; 1,1;11
516;-   ;AS  ;Oberhausen-Sterkrade (b)                          ;-   ;AS  ;Oberhausen-Eisenheim                              ; 0,5;11
516;-   ;AN  ;Oberhausen-Zentrum (A516)                         ;-   ;AS  ;Oberhausen-Sterkrade (b)                          ; 1,3;rr
516;-   ;AS  ;Oberhausen-Eisenheim                              ;-   ;AN  ;Oberhausen-Zentrum (A516)                         ; 0,8;11
524;-   ;AN  ;Duisburg-Rahm (Übergang A 524/B 288)              ;-   ;AS  ;Duisburg-Rahm                                     ; 0,5;11
524;-   ;AS  ;Duisburg-Rahm                                     ;-   ;AS  ;Lintorf                                           ; 2,6;11
524;-   ;AS  ;Lintorf                                           ;-   ;AD  ;Breitscheid, Dreieck                              ; 2,3;11
535;-   ;AS  ;Wuppertal-Dornap                                  ;-   ;AK  ;Sonnborner Kreuz                                  ; 1,5;11
540;1   ;AS  ;Jüchen                                            ;2   ;AS  ;Gustorf                                           ; 1,8;11
540;2   ;AS  ;Gustorf                                           ;3   ;AS  ;Frimmersdorf                                      ; 3,1;11
540;3   ;AS  ;Frimmersdorf                                      ;4   ;AS  ;Grevenbroich-Süd                                  ; 2,1;11
542;-   ;AK  ;Monheim-Süd, Kreuz                                ;-   ;AS  ;Langenfeld-Reusrath                               ; 1,6;11
542;-   ;AS  ;Langenfeld-Reusrath                               ;-   ;AS  ;Langenfeld-Immigrath                              ; 2,3;11
542;-   ;AS  ;Langenfeld-Immigrath                              ;-   ;AK  ;Langenfeld, Kreuz                                 ; 0,8;11
544;-   ;AN  ;Aachen (Europaplatz)                              ;-   ;AS  ;Rothe Erde                                        ; 1,3;11
544;-   ;AS  ;Rothe Erde                                        ;-   ;AS  ;Würselen                                          ; 2,5;11
544;-   ;AS  ;Würselen                                          ;-   ;AK  ;Aachen, Kreuz                                     ; 1,5;11
553;1   ;AK  ;Bliesheim, Kreuz                                  ;2   ;AS  ;Brühl-Süd                                         ; 4,4;11
553;2   ;AS  ;Brühl-Süd                                         ;3   ;AS  ;Brühl                                             ; 2,8;11
553;3   ;AS  ;Brühl                                             ;4   ;AS  ;Brühl-Ost                                         ; 3,9;11
553;4   ;AS  ;Brühl-Ost                                         ;5   ;AS  ;Brühl-Nord                                        ; 2,1;11
555;1   ;AN  ;Köln (Verteilerkreis)                             ;2   ;AK  ;Köln-Süd, Kreuz                                   ; 0,7;11
555;2   ;AK  ;Köln-Süd, Kreuz                                   ;3   ;AS  ;Rodenkirchen                                      ; 2,4;11
555;3   ;AS  ;Rodenkirchen                                      ;2   ;AK  ;Köln-Süd, Kreuz                                   ; 2,1;rr
555;3   ;AS  ;Rodenkirchen                                      ;4   ;AS  ;Godorf                                            ; 1,8;11
555;4   ;AS  ;Godorf                                            ;3   ;AS  ;Rodenkirchen                                      ; 2,1;rr
555;4   ;AS  ;Godorf                                            ;5a  ;AS  ;Wesseling                                         ; 5,2;11
